ticker,name,asset_class,weight,price,shares,market_value,notional_value,sector,sedol,isin,exchange
RECN,RESOURCES CONNECTION INC,Equity,0,17.1,7758,132661.8,132661.8,Industrials,2697853,US76122Q1058,NASDAQ
BSTC,BIOSPECIFICS TECHNOLOGIES CORP,Equity,0,56.74,2341,132828.34,132828.34,Health Care,2098832,US0909311062,NASDAQ
WMK,WEIS MARKETS INC,Equity,0,40.53,3284,133100.52,133100.52,Consumer Staples,2946845,US9488491047,New York Stock Exchange Inc.
APEI,AMERICAN PUBLIC EDUCATION INC,Equity,0,24.59,5413,133105.67,133105.67,Consumer Discretionary,B292GM4,US02913V1035,NASDAQ
AVRO,AVROBIO INC,Equity,0,20.2,6603,133380.6,133380.6,Health Care,BF2G3Y5,US05455M1009,NASDAQ
TALO,TALOS ENERGY INC,Equity,0,21.61,6097,131756.17,131756.17,Energy,BDT56V9,US87484T1088,New York Stock Exchange Inc.
MOV,MOVADO GROUP INC,Equity,0,25.08,5255,131795.4,131795.4,Consumer Discretionary,2643168,US6245801062,New York Stock Exchange Inc.
CBL,CBL AND ASSOCIATES PROPERTIES REIT,Equity,0,1.38,95379,131623.02,131623.02,Real Estate,2167475,US1248301004,New York Stock Exchange Inc.
GTT,GTT COMMUNICATIONS INC,Equity,0,9.76,13457,131340.32,131340.32,Information Technology,BHB2F53,US3623931009,New York Stock Exchange Inc.
CRAI,CRA INTERNATIONAL INC,Equity,0,41.25,3173,130886.25,130886.25,Industrials,2240622,US12618T1051,NASDAQ
PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,Equity,0,20.96,6250,131000,131000,Health Care,BL95N25,US71742Q1067,NASDAQ
FF,FUTUREFUEL CORP,Equity,0,12.16,10785,131145.6,131145.6,Materials,B3BBRD4,US36116M1062,New York Stock Exchange Inc.
NERV,MINERVA NEUROSCIENCES INC,Equity,0,8.07,16257,131193.99,131193.99,Health Care,BNB7PK5,US6033801068,NASDAQ
WMC,WESTERN ASSET MORTGAGE CAPITAL REI,Equity,0,9.83,13381,131535.23,131535.23,Financials,B8421W6,US95790D1054,New York Stock Exchange Inc.
HOME,AT HOME GROUP INC,Equity,0,8.95,14494,129721.3,129721.3,Consumer Discretionary,BDCHR42,US04650Y1001,New York Stock Exchange Inc.
AMAG,AMAG PHARMACEUTICALS INC,Equity,0,12.29,10578,130003.62,130003.62,Health Care,2008121,US00163U1060,NASDAQ
WINA,WINMARK CORP,Equity,0,170.7,757,129219.9,129219.9,Consumer Discretionary,2391092,US9742501029,NASDAQ
OPB,OPUS BANK,Equity,0,22.31,5797,129331.07,129331.07,Financials,BLNMST4,US6840001027,NASDAQ
IMGN,IMMUNOGEN INC,Equity,0,3.2,40425,129360,129360,Health Care,2457864,US45253H1014,NASDAQ
SPTN,SPARTANNASH,Equity,0,11.99,10815,129671.85,129671.85,Consumer Staples,BN40158,US8472151005,NASDAQ
NPK,NATIONAL PRESTO INDUSTRIES INC,Equity,0,95.11,1349,128303.39,128303.39,Industrials,2626802,US6372151042,New York Stock Exchange Inc.
TLRA,TELARIA INC,Equity,0,9.27,13843,128324.61,128324.61,Information Technology,BYWFXL2,US8791811057,New York Stock Exchange Inc.
VEC,VECTRUS INC,Equity,0,41.28,3082,127224.96,127224.96,Industrials,BQS2V17,US92242T1016,New York Stock Exchange Inc.
SONA,SOUTHERN NATIONAL BANCORP OF VIRGI,Equity,0,15.64,8146,127403.44,127403.44,Financials,B1GH4K9,US8433951048,NASDAQ
FLXN,FLEXION THERAPEUTICS INC,Equity,0,14.13,9029,127579.77,127579.77,Health Care,BJ36RM8,US33938J1060,NASDAQ
FSB,FRANKLIN FINANCIAL NETWORK INC,Equity,0,31.87,4005,127639.35,127639.35,Financials,B84SJL9,US35352P1049,New York Stock Exchange Inc.
ORBC,ORBCOMM INC,Equity,0,5.55,22840,126762,126762,Communication,B19FR01,US68555P1003,NASDAQ
FISI,FINANCIAL INSTITUTIONS INC,Equity,0,30.76,4091,125839.16,125839.16,Financials,2596949,US3175854047,NASDAQ
PTGX,PROTAGONIST THERAPEUTICS INC,Equity,0,14.52,8688,126149.76,126149.76,Health Care,BDCBCD8,US74366E1029,NASDAQ
XERS,XERIS PHARMACEUTICALS INC,Equity,0,10.37,12174,126244.38,126244.38,Health Care,BF2G657,US98422L1070,NASDAQ
AMTB,AMERANT BANCORP INC CLASS A,Equity,0,20.45,6197,126728.65,126728.65,Financials,BKDSMB5,US0235761014,NASDAQ
NSSC,NAPCO SECURITY TECHNOLOGIES INC,Equity,0,27.58,4537,125130.46,125130.46,Information Technology,2622253,US6304021057,NASDAQ
HAYN,HAYNES INTERNATIONAL INC,Equity,0,35.51,3525,125172.75,125172.75,Materials,B02WVH7,US4208772016,NASDAQ
KIDS,ORTHOPEDIATRICS CORP,Equity,0,36.93,3403,125672.79,125672.79,Health Care,BYWL5L4,US68752L1008,NASDAQ
PDLI,PDL BIOPHARMA INC,Equity,0,2.37,52545,124531.65,124531.65,Health Care,2706704,US69329Y1047,NASDAQ
KRYS,KRYSTAL BIOTECH INC,Equity,0,44.45,2808,124815.6,124815.6,Health Care,BD6JX35,US5011471027,NASDAQ
XOG,EXTRACTION OIL GAS INC,Equity,0,3.27,37727,123367.29,123367.29,Energy,BZ0CD34,US30227M1053,NASDAQ
VSTO,VISTA OUTDOOR INC,Equity,0,6.51,18907,123084.57,123084.57,Consumer Discretionary,BVGC697,US9283771007,New York Stock Exchange Inc.
TRUE,TRUECAR INC,Equity,0,4.26,28878,123020.28,123020.28,Communication,BMH0MS8,US89785L1070,NASDAQ
WNEB,WESTERN NEW ENGLAND BANCORP INC,Equity,0,9.84,12561,123600.24,123600.24,Financials,BZCNLM0,US9588921018,NASDAQ
AOBC,AMERICAN OUTDOOR BRANDS CORP,Equity,0,6.9,17930,123717,123717,Consumer Discretionary,BD8ZGK9,US02874P1030,NASDAQ
BDSI,BIODELIVERY SCIENCES INTERNATIONAL,Equity,0,4.74,26116,123789.84,123789.84,Health Care,2820165,US09060J1060,NASDAQ
AROW,ARROW FINANCIAL CORP,Equity,0,35.31,3506,123796.86,123796.86,Financials,2051374,US0427441029,NASDAQ
SAFE,SAFEHOLD INC,Equity,0,28.89,4225,122060.25,122060.25,Real Estate,BJ50QH6,US78645L1008,New York Stock Exchange Inc.
GPRE,GREEN PLAINS INC,Equity,0,10.89,11223,122218.47,122218.47,Energy,B11FJD6,US3932221043,NASDAQ
BFC,BANK FIRST CORP,Equity,0,66,1852,122232,122232,Financials,BNZLBS3,US06211J1007,NASDAQ
COWN,COWEN INC CLASS A,Equity,0,16.48,7430,122446.4,122446.4,Financials,BZ1J497,US2236226062,NASDAQ
EQBK,EQUITY BANCSHARES INC CLASS A,Equity,0,27.51,4452,122474.52,122474.52,Financials,BYZG9Q9,US29460X1090,NASDAQ
VPG,VISHAY PRECISION GROUP INC,Equity,0,35.12,3494,122709.28,122709.28,Information Technology,B603LG3,US92835K1034,New York Stock Exchange Inc.
APYX,APYX MEDICAL CORP,Equity,0,7.53,16304,122769.12,122769.12,Health Care,BHNDW97,US03837C1062,NASDAQ
HCKT,HACKETT GROUP INC,Equity,0,16.63,7387,122845.81,122845.81,Information Technology,2249254,US4046091090,NASDAQ
CAI,CAI INTERNATIONAL INC,Equity,0,23.69,5133,121600.77,121600.77,Industrials,B1VZ4J7,US12477X1063,New York Stock Exchange Inc.
ORC,ORCHID ISLAND CAPITAL INC,Equity,0,5.58,21709,121136.22,121136.22,Financials,B5VKFB9,US68571X1037,New York Stock Exchange Inc.
VRS,VERSO CORP CLASS A,Equity,0,11.23,10848,121823.04,121823.04,Materials,BYN9TR1,US92531L2079,New York Stock Exchange Inc.
CHUY,CHUYS HOLDINGS INC,Equity,0,25.53,4702,120042.06,120042.06,Consumer Discretionary,B88WMY1,US1716041017,NASDAQ
FLDM,FLUIDIGM CORP,Equity,0,5.44,22139,120436.16,120436.16,Health Care,B3D32T9,US34385P1084,NASDAQ
UCFC,UNITED COMMUNITY FINANCIAL CORP,Equity,0,10.28,11731,120594.68,120594.68,Financials,2413297,US9098391025,NASDAQ
PRTY,PARTY CITY HOLDCO INC,Equity,0,6.19,19497,120686.43,120686.43,Consumer Discretionary,BWTVWC3,US7021491052,New York Stock Exchange Inc.
OOMA,OOMA INC,Equity,0,12.56,9616,120776.96,120776.96,Communication,BY7R2L6,US6834161019,New York Stock Exchange Inc.
DPLO,DIPLOMAT PHARMACY INC,Equity,0,5.99,19977,119662.23,119662.23,Health Care,BRB38H9,US25456K1016,New York Stock Exchange Inc.
VYGR,VOYAGER THERAPEUTICS INC,Equity,0,16.97,7045,119553.65,119553.65,Health Care,BY7RB53,US92915B1061,NASDAQ
BCRX,BIOCRYST PHARMACEUTICALS INC,Equity,0,3.15,38067,119911.05,119911.05,Health Care,2100362,US09058V1035,NASDAQ
BHB,BAR HARBOR BANKSHARES,Equity,0,23.08,5127,118331.16,118331.16,Financials,2618111,US0668491006,Nyse Mkt Llc
PEI,PENNSYLVANIA REAL ESTATE INVESTMEN,Equity,0,5.68,20870,118541.6,118541.6,Real Estate,2680767,US7091021078,New York Stock Exchange Inc.
VIVO,MERIDIAN BIOSCIENCE INC,Equity,0,9.82,12093,118753.26,118753.26,Health Care,2580265,US5895841014,NASDAQ
SLP,SIMULATIONS PLUS INC,Equity,0,34.64,3433,118919.12,118919.12,Health Care,2122560,US8292141053,NASDAQ
EZPW,EZCORP NON VOTING INC CLASS A,Equity,0,8.26,14172,117060.72,117060.72,Financials,2326287,US3023011063,NASDAQ
SIC,SELECT INTERIOR CONCEPTS INC CLASS,Equity,0,13.21,8862,117067.02,117067.02,Consumer Discretionary,BG85PB4,US8161203075,NASDAQ
SCU,SCULPTOR CAPITAL MANAGEMENT INC CL,Equity,0,21.74,5395,117287.3,117287.3,Financials,BJXP1K1,US8112461079,New York Stock Exchange Inc.
HWKN,HAWKINS INC,Equity,0,45.21,2602,117636.42,117636.42,Materials,2415594,US4202611095,NASDAQ
DHIL,DIAMOND HILL INVESTMENT GROUP INC,Equity,0,135.85,866,117646.1,117646.1,Financials,2801137,US25264R2076,NASDAQ
RCUS,ARCUS BIOSCIENCES INC,Equity,0,9.12,12901,117657.12,117657.12,Health Care,BDZT9Y9,US03969F1093,New York Stock Exchange Inc.
CAMP,CALAMP CORP,Equity,0,11.75,10019,117723.25,117723.25,Information Technology,2164700,US1281261099,NASDAQ
CTMX,CYTOMX THERAPEUTICS INC,Equity,0,9.68,12172,117824.96,117824.96,Health Care,BYWVTY5,US23284F1057,NASDAQ
OSBC,OLD SECOND BANCORP INC,Equity,0,12.9,9137,117867.3,117867.3,Financials,2658429,US6802771005,NASDAQ
HMTV,HEMISPHERE MEDIA GROUP INC CLASS A,Equity,0,13.23,8819,116675.37,116675.37,Communication,B8L2798,US42365Q1031,NASDAQ
ADES,ADVANCED EMISSIONS SOLUTIONS INC,Equity,0,14.51,8015,116297.65,116297.65,Materials,BBXZ194,US00770C1018,NASDAQ
REVG,REV GROUP INC,Equity,0,10.39,11196,116326.44,116326.44,Industrials,BDRW1P1,US7495271071,New York Stock Exchange Inc.
LLNW,LIMELIGHT NETWORKS INC,Equity,0,3.3,35296,116476.8,116476.8,Information Technology,B1YB674,US53261M1045,NASDAQ
EEX,EMERALD EXPOSITIONS EVENTS INC,Equity,0,10.28,11198,115115.44,115115.44,Communication,BYQHPN0,US29103B1008,New York Stock Exchange Inc.
PCSB,PCSB FINANCIAL CORP,Equity,0,20.45,5639,115317.55,115317.55,Financials,BF20LN2,US69324R1041,NASDAQ
QUAD,QUAD GRAPHICS INC CLASS A,Equity,0,11,10381,114191,114191,Industrials,B3YM983,US7473011093,New York Stock Exchange Inc.
CSTE,CAESARSTONE LTD,Equity,0,15.64,7352,114985.28,114985.28,Industrials,B796245,IL0011259137,NASDAQ
LMNR,LIMONEIRA,Equity,0,20.2,5659,114311.8,114311.8,Consumer Staples,2101763,US5327461043,NASDAQ
IIIN,INSTEEL INDUSTRIES INC,Equity,0,22.05,5186,114351.3,114351.3,Industrials,2325875,US45774W1080,NASDAQ
MITT,AG MORTGAGE INVESTMENT TRUST REIT,Equity,0,15.61,7327,114374.47,114374.47,Financials,B4NKX38,US0012281053,New York Stock Exchange Inc.
KOD,KODIAK SCIENCES INC,Equity,0,14.05,8164,114704.2,114704.2,Health Care,BFXC933,US50015M1099,NASDAQ
FLWS,1-800 FLOWERS.COM INC CLASS A,Equity,0,15.02,7554,113461.08,113461.08,Consumer Discretionary,2444123,US68243Q1067,NASDAQ
RST,ROSETTA STONE INC,Equity,0,19.33,5870,113467.1,113467.1,Communication,B3VVMW8,US7777801074,New York Stock Exchange Inc.
AGYS,AGILISYS INC,Equity,0,26.41,4320,114091.2,114091.2,Information Technology,2689162,US00847J1051,NASDAQ
ERII,ENERGY RECOVERY INC,Equity,0,10.76,10607,114131.32,114131.32,Industrials,B3B5J07,US29270J1007,NASDAQ
IOTS,ADESTO TECHNOLOGIES CORP,Equity,0,11.18,10040,112247.2,112247.2,Information Technology,BZ4SM86,US00687D1019,NASDAQ
DERM,DERMIRA INC,Equity,0,8.83,12734,112441.22,112441.22,Health Care,BQZJ3G0,US24983L1044,NASDAQ
HVT,HAVERTY FURNITURE COMPANIES INC,Equity,0,20.64,5482,113148.48,113148.48,Consumer Discretionary,2414245,US4195961010,New York Stock Exchange Inc.
KURA,KURA ONCOLOGY INC,Equity,0,16.14,7011,113157.54,113157.54,Health Care,BYZD465,US50127T1097,NASDAQ
TAST,CARROLS RESTAURANT GROUP INC,Equity,0,8.38,13277,111261.26,111261.26,Consumer Discretionary,B1L8399,US14574X1046,NASDAQ
JCP,JC PENNEY INC,Equity,0,1.11,100320,111355.2,111355.2,Consumer Discretionary,2680303,US7081601061,New York Stock Exchange Inc.
AJX,GREAT AJAX CORP,Equity,0,15.36,7244,111267.84,111267.84,Financials,BVVM4K9,US38983D3008,New York Stock Exchange Inc.
MPAA,MOTORCAR PARTS OF AMERICA INC,Equity,0,17.25,6451,111279.75,111279.75,Consumer Discretionary,2861993,US6200711009,NASDAQ
JOUT,JOHNSON OUTDOORS INC CLASS A,Equity,0,61.7,1808,111553.6,111553.6,Consumer Discretionary,2476847,US4791671088,NASDAQ
FMNB,FARMERS NATIONAL BANC CORP,Equity,0,14.63,7629,111612.27,111612.27,Financials,B019BK2,US3096271073,NASDAQ
CBAY,CYMABAY THERAPEUTICS INC,Equity,0,6.01,18601,111792.01,111792.01,Health Care,BJ3WDH3,US23257D1037,NASDAQ
KE,KIMBALL ELECTRONICS INC,Equity,0,15.31,7303,111808.93,111808.93,Information Technology,BRKFN59,US49428J1097,NASDAQ
DGII,DIGI INTERNATIONAL INC,Equity,0,14.52,7714,112007.28,112007.28,Information Technology,2269661,US2537981027,NASDAQ
CLNE,CLEAN ENERGY FUELS CORP,Equity,0,2.12,52021,110284.52,110284.52,Energy,B1Y1PC2,US1844991018,NASDAQ
AKTS,AKOUSTIS TECHNOLOGIES INC,Equity,0,8.29,13325,110464.25,110464.25,Information Technology,BX9F8B3,US00973N1028,NASDAQ
CSTR,CAPSTAR FINANCIAL HOLDINGS INC,Equity,0,15.75,7023,110612.25,110612.25,Financials,BYYBSJ1,US14070T1025,NASDAQ
PKE,PARK AEROSPACE CORP,Equity,0,17.75,6242,110795.5,110795.5,Industrials,BK9TGC1,US70014A1043,New York Stock Exchange Inc.
SRNE,SORRENTO THERAPEUTICS INC,Equity,0,2.32,46734,108422.88,108422.88,Health Care,BCT5QQ7,US83587F2020,NASDAQ
MLR,MILLER INDUSTRIES INC,Equity,0,33.99,3200,108768,108768,Industrials,2801193,US6005512040,New York Stock Exchange Inc.
MEET,THE MEET GROUP INC,Equity,0,3.54,30369,107506.26,107506.26,Communication,BYWW6W5,US58513U1016,NASDAQ
PKD,PARKER DRILLING COMPANY,Equity,0,22.01,4887,107562.87,107562.87,Energy,BJ2CFS9,US7010815071,New York Stock Exchange Inc.
IDT,IDT CORP CLASS B,Equity,0,11.01,9779,107666.79,107666.79,Communication,2757304,US4489475073,New York Stock Exchange Inc.
CCNE,CNB FINANCIAL CORP,Equity,0,29.3,3682,107882.6,107882.6,Financials,2619705,US1261281075,NASDAQ
CLCT,COLLECTORS UNIVERSE INC,Equity,0,25.7,4198,107888.6,107888.6,Consumer Discretionary,2165480,US19421R2004,NASDAQ
BBX,BBX CAPITAL CORP CLASS A,Equity,0,4.99,21626,107913.74,107913.74,Consumer Discretionary,BDG0NQ1,US05491N1046,New York Stock Exchange Inc.
FOR,FORESTAR GROUP INC,Equity,0,20.73,5154,106842.42,106842.42,Real Estate,BF16ZX9,US3462321015,New York Stock Exchange Inc.
ARVN,ARVINAS INC,Equity,0,26.07,4086,106522.02,106522.02,Health Care,BDZ30Q0,US04335A1051,NASDAQ
PBYI,PUMA BIOTECHNOLOGY INC,Equity,0,11.59,9202,106651.18,106651.18,Health Care,B7F2TY6,US74587V1070,NASDAQ
TGH,TEXTAINER GROUP HOLDINGS LTD,Equity,0,10.77,9910,106730.7,106730.7,Industrials,B054DS5,BMG8766E1093,New York Stock Exchange Inc.
TPTX,TURNING POINT THERAPEUTICS INC,Equity,0,44.74,2394,107107.56,107107.56,Health Care,BJXBP30,US90041T1088,NASDAQ
CENX,CENTURY ALUMINUM,Equity,0,6.93,15311,106105.23,106105.23,Materials,2186254,US1564311082,NASDAQ
AKRX,AKORN INC,Equity,0,3.74,28440,106365.6,106365.6,Health Care,2012100,US0097281069,NASDAQ
WLDN,WILLDAN GROUP INC,Equity,0,39.04,2717,106071.68,106071.68,Industrials,B1HP598,US96924N1000,NASDAQ
HRTG,HERITAGE INSURANCE HOLDINGS INC,Equity,0,15.25,6962,106170.5,106170.5,Financials,BMN9870,US42727J1025,New York Stock Exchange Inc.
TK,TEEKAY CORP,Equity,0,4.42,23786,105134.12,105134.12,Energy,2933795,MHY8564W1030,New York Stock Exchange Inc.
LCI,LANNETT COMPANY INC,Equity,0,13.89,7548,104841.72,104841.72,Health Care,2447694,US5160121019,New York Stock Exchange Inc.
XAN,EXANTAS CAPITAL CORP,Equity,0,11.5,9155,105282.5,105282.5,Financials,BF5DVX8,US30068N1054,New York Stock Exchange Inc.
AMSWA,AMERICAN SOFTWARE INC CLASS A,Equity,0,15.2,6934,105396.8,105396.8,Information Technology,2029575,US0296831094,NASDAQ
CNSL,CONSOLIDATED COMMUNICATIONS HOLDIN,Equity,0,5.36,19302,103458.72,103458.72,Communication,B07LSQ7,US2090341072,NASDAQ
CSV,CARRIAGE SERVICES INC,Equity,0,22.45,4630,103943.5,103943.5,Consumer Discretionary,2177786,US1439051079,New York Stock Exchange Inc.
TNK,TEEKAY TANKERS LTD CLASS A,Equity,0,1.2,86392,103670.4,103670.4,Energy,B29VHY0,MHY8565N1022,New York Stock Exchange Inc.
ELF,ELF BEAUTY INC,Equity,0,16.02,6459,103473.18,103473.18,Consumer Staples,BDDQ975,US26856L1035,New York Stock Exchange Inc.
ODT,ODONATE THERAPEUTICS INC,Equity,0,29.04,3571,103701.84,103701.84,Health Care,BD1KGM3,US6760791060,NASDAQ
PFIS,PEOPLES FINANCIAL SERVICES CORP,Equity,0,46.69,2224,103838.56,103838.56,Financials,2956907,US7110401053,NASDAQ
CRDA,CRAWFORD CLASS A,Equity,0,10.67,9740,103925.8,103925.8,Financials,2232094,US2246332066,New York Stock Exchange Inc.
PETS,PETMED EXPRESS INC,Equity,0,17.96,5790,103988.4,103988.4,Consumer Discretionary,2143099,US7163821066,NASDAQ
LOCO,EL POLLO LOCO INC,Equity,0,11.81,8815,104105.15,104105.15,Consumer Discretionary,BP857F5,US2686031079,NASDAQ
EIGR,EIGER BIOPHARMACEUTICALS INC,Equity,0,11.83,8804,104151.32,104151.32,Health Care,BDC6XM9,US28249U1051,NASDAQ
MNRL,BRIGHAM MINERALS INC CLASS A,Equity,0,20.21,5154,104162.34,104162.34,Energy,BJHQ638,US10918L1035,New York Stock Exchange Inc.
LFVN,LIFEVANTAGE CORP,Equity,0,13.3,7836,104218.8,104218.8,Consumer Staples,BYYMYP2,US53222K2050,NASDAQ
BLBD,BLUE BIRD CORP,Equity,0,19.7,5292,104252.4,104252.4,Industrials,BW0FQV1,US0953061068,NASDAQ
PRTA,PROTHENA PLC,Equity,0,8.72,11957,104265.04,104265.04,Health Care,B91XRN2,IE00B91XRN20,NASDAQ
TLYS,TILLYS INC CLASS A,Equity,0,10.45,9982,104311.9,104311.9,Consumer Discretionary,B7TN3D2,US8868851028,New York Stock Exchange Inc.
ARD,ARDAGH GROUP SA CLASS A,Equity,0,17.77,5799,103048.23,103048.23,Materials,BYXR9D1,LU1565283667,New York Stock Exchange Inc.
AFMD,AFFIMED NV,Equity,0,3.13,32868,102876.84,102876.84,Health Care,BQQF5R2,NL0010872420,NASDAQ
GOSS,GOSSAMER BIO INC,Equity,0,21.88,4694,102704.72,102704.72,Health Care,BJ0CK86,US38341P1021,NASDAQ
FNKO,FUNKO INC CLASS A,Equity,0,26.99,3815,102966.85,102966.85,Consumer Discretionary,BF329J9,US3610081057,NASDAQ
PRPL,PURPLE INNOVATION INC,Equity,0,9.21,11191,103125.07,103125.07,Consumer Discretionary,BYWFGP7,US74640Y1064,NASDAQ
FCAP,FIRST CAPITAL INC,Equity,0,57.79,1762,101825.98,101825.98,Financials,2647160,US31942S1042,NASDAQ
DHX,DHI GROUP INC,Equity,0,4.22,24181,102043.82,102043.82,Communication,BWX70S9,US23331S1006,New York Stock Exchange Inc.
MGTX,MEIRAGTX HOLDINGS PLC,Equity,0,19.64,5197,102069.08,102069.08,Health Care,BFYQFJ2,KYG596651029,NASDAQ
ADVM,ADVERUM BIOTECHNOLOGIES INC,Equity,0,5.96,17157,102255.72,102255.72,Health Care,BD6NXD7,US00773U1088,NASDAQ
MVBF,MONONGAHELA POWER CORP,Equity,0,20.86,4907,102360.02,102360.02,Financials,B00BYZ5,US5538101024,NASDAQ
RUBY,RUBIUS THERAPEUTICS INC,Equity,0,9.36,10943,102426.48,102426.48,Health Care,BDD1B07,US78116T1034,NASDAQ
OPRX,OPTIMIZERX CORP,Equity,0,16.17,6237,100852.29,100852.29,Health Care,BF5MM09,US68401U2042,NASDAQ
PD,PAGERDUTY INC,Equity,0,31.35,3232,101323.2,101323.2,Information Technology,BJ7JPH4,US69553P1003,New York Stock Exchange Inc.
CETV,CENTRAL EUROPEAN MEDIA ENTERPRISES,Equity,0,4.46,22416,99975.36,99975.36,Communication,2529848,BMG200452024,NASDAQ
PDFS,PDF SOLUTIONS INC,Equity,0,13.45,7430,99933.5,99933.5,Information Technology,2782425,US6932821050,NASDAQ
PCYO,PURE CYCLE CORP,Equity,0,11.02,9079,100050.58,100050.58,Utilities,B00YZY0,US7462283034,NASDAQ
DSPG,DSP GROUP INC,Equity,0,14.36,6974,100146.64,100146.64,Information Technology,2275680,US23332B1061,NASDAQ
UTMD,UTAH MEDICAL PRODUCTS INC,Equity,0,99.68,1005,100178.4,100178.4,Health Care,2925899,US9174881089,NASDAQ
RES,RPC INC,Equity,0,5.59,17969,100446.71,100446.71,Energy,2719456,US7496601060,New York Stock Exchange Inc.
STRL,STERLING CONSTRUCTION INC,Equity,0,12.49,8047,100507.03,100507.03,Industrials,2632876,US8592411016,NASDAQ
PTN,PALATIN TECHNOLOGIES INC,Equity,0,1,98772,98772,98772,Health Care,2103781,US6960774031,Nyse Mkt Llc
OLP,ONE LIBERTY PROPERTIES REIT INC,Equity,0,27.98,3535,98909.3,98909.3,Real Estate,2659615,US6824061039,New York Stock Exchange Inc.
UNTY,UNITY BANCORP INC,Equity,0,20.77,4766,98989.82,98989.82,Financials,2083968,US9132901029,NASDAQ
AMSC,AMERICAN SUPERCONDUCTOR CORP,Equity,0,8.94,11080,99055.2,99055.2,Industrials,BWH64F7,US0301112076,NASDAQ
ROAD,CONSTRUCTION PARTNERS INC CLASS A,Equity,0,15.71,6329,99428.59,99428.59,Industrials,BDT5M66,US21044C1071,NASDAQ
GOGO,GOGO INC,Equity,0,6.02,16353,98445.06,98445.06,Communication,BB2C2R1,US38046C1099,NASDAQ
PAYS,PAYSIGN INC,Equity,0,10.27,9537,97944.99,97944.99,Information Technology,BJRFDF6,US70451A1043,NASDAQ
FSTR,LB FOSTER,Equity,0,23.28,4210,98008.8,98008.8,Industrials,2348225,US3500601097,NASDAQ
GEOS,GEOSPACE TECHNOLOGIES CORP,Equity,0,14.77,6636,98013.72,98013.72,Energy,B89MJ94,US37364X1090,NASDAQ
AKCA,AKCEA THERAPEUTICS INC,Equity,0,21.04,4679,98446.16,98446.16,Health Care,BF47GP8,US00972L1070,NASDAQ
WTBA,WEST BANCORPORATION INC,Equity,0,22.02,4473,98495.46,98495.46,Financials,2408840,US95123P1066,NASDAQ
XXII,22ND CENTURY GROUP INC,Equity,0,2.32,42486,98567.52,98567.52,Consumer Staples,B1FH4T9,US90137F1030,Nyse Mkt Llc
CBB,CINCINNATI BELL INC,Equity,0,6.9,14012,96682.8,96682.8,Communication,BD5CWW7,US1718715022,New York Stock Exchange Inc.
TSBK,TIMBERLAND BANCORP INC,Equity,0,28.18,3432,96713.76,96713.76,Financials,2147734,US8870981011,NASDAQ
JYNT,JOINT CORP,Equity,0,18.18,5349,97244.82,97244.82,Health Care,BRK0127,US47973J1025,NASDAQ
ARLO,ARLO TECHNOLOGIES INC,Equity,0,3.74,26018,97307.32,97307.32,Information Technology,BYWPZY9,US04206A1016,New York Stock Exchange Inc.
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Equity,0,3.49,27425,95713.25,95713.25,Health Care,BFNF1D6,US03168L1052,New York Stock Exchange Inc.
CLVS,CLOVIS ONCOLOGY INC,Equity,0,5.71,16764,95722.44,95722.44,Health Care,B6RS2B3,US1894641000,NASDAQ
GRTS,GRITSTONE ONCOLOGY INC,Equity,0,10.2,9389,95767.8,95767.8,Health Care,BF12XF5,US39868T1051,NASDAQ
POWL,POWELL INDUSTRIES INC,Equity,0,37.68,2547,95970.96,95970.96,Industrials,2697422,US7391281067,NASDAQ
CVM,CEL SCI CORP,Equity,0,7.64,12576,96080.64,96080.64,Health Care,BDFZC26,US1508376076,Nyse Mkt Llc
TRNS,TRANSCAT INC,Equity,0,23,4181,96163,96163,Industrials,2901714,US8935291075,NASDAQ
PFSI,PENNYMAC FINANCIAL SERVICES INC,Equity,0,30.55,3152,96293.6,96293.6,Financials,BGYTGH3,US70932M1071,New York Stock Exchange Inc.
TEUM,PARETEUM CORP,Equity,0,2.07,46577,96414.39,96414.39,Communication,BDZPJS1,US69946T2078,NASDAQ
VRAY,VIEWRAY INC,Equity,0,3.87,24971,96637.77,96637.77,Health Care,BYSGPK2,US92672L1070,NASDAQ
ADMA,ADMA BIOLOGICS INC,Equity,0,5.22,18186,94930.92,94930.92,Health Care,B9NSBM2,US0008991046,NASDAQ
PLMR,PALOMAR HOLDINGS INC,Equity,0,34.54,2759,95295.86,95295.86,Financials,BJYLZK6,US69753M1053,NASDAQ
TBIO,TRANSLATE BIO INC,Equity,0,10.41,9183,95595.03,95595.03,Health Care,BG88WT0,US89374L1044,NASDAQ
CATC,CAMBRIDGE BANCORP,Equity,0,81.85,1168,95600.8,95600.8,Financials,2183062,US1321521098,NASDAQ
CRMD,CORMEDIX INC,Equity,0,7.87,12153,95644.11,95644.11,Health Care,BJ0LT31,US21900C3088,Nyse Mkt Llc
FRPH,FRP HOLDINGS INC,Equity,0,50.5,1894,95647,95647,Real Estate,BTCB1W2,US30292L1070,NASDAQ
ASPS,ALTISOURCE PORTFOLIO SOLUTIONS SA,Equity,0,21.9,4315,94498.5,94498.5,Real Estate,B3VL8R5,LU0445408270,NASDAQ
